Gender,Married,Dependents,Education,Employment_Status,Applicant_Income,Coapplicant_Income,Loan_Amount,Loan_Term_Months,Credit_History,Property_Area,Age,Loan_Status,CIBIL_Score,Annual_Household_Income,Debt_to_Income_Ratio,Purpose_of_Loan,Existing_EMIs,Number_of_Previous_Loans,Default_History_Count,Employment_Length_Years,Asset_Value,Guarantor,Co-signer_Relationship,Monthly_Expense,Organization_Type,Region_Branch,Mobile_Verified,Email_Verified,Loan_to_Annual_Income,Customer_Sentiment,State,Occupation
Female,Yes,0,Graduate,Salaried,21341,0,145433,24,1,Semiurban,40,Rejected,627,256092,1.093,Medical,23333,2,0,2,562012,No,Spouse,21341,Private,PUNE-006,Yes,Yes,0.568,Neutral,Kerala,Teacher
Female,No,0,Graduate,Unemployed,21753,0,547222,240,0,Semiurban,42,Rejected,477,261036,1.544,Business,33587,2,0,0,565725,No,Spouse,13709,Government,KOL-004,Yes,Yes,2.096,Neutral,West Bengal,IT Consultant
Female,Yes,3,Graduate,Salaried,101269,16741,555793,48,0,Semiurban,39,Approved,586,1416120,0.258,Auto,30476,0,0,15,4915456,No,Unknown,56659,Government,KOL-004,Yes,Yes,0.392,Neutral,Karnataka,Farmer
Male,No,3,Graduate,Salaried,10534,0,492774,60,0,Semiurban,55,Rejected,599,126408,0.0,Renovation,0,2,0,1,670237,Yes,Spouse,2954,MNC,BLR-003,Yes,Yes,3.898,Negative,Telangana,Factory Worker
Male,Yes,1,Graduate,Salaried,37382,0,922024,360,0,Urban,43,Approved,521,448584,0.0,Home,0,1,1,2,1185579,Yes,Spouse,5747,Public,PUNE-006,Yes,No,2.055,Negative,Kerala,Civil Engineer
Male,No,2,Not Graduate,Self-Employed,9241,0,768491,60,0,Rural,26,Rejected,496,110892,4.088,Auto,37778,1,0,0,671828,No,Friend,5859,Public,HYD-005,Yes,Yes,6.93,Negative,West Bengal,Marketing Executive
Male,Yes,0,Graduate,Salaried,48594,27528,677857,24,1,Rural,50,Approved,684,913464,0.0,Education,0,2,0,3,2820673,Yes,Friend,37073,MNC,MUM-002,Yes,No,0.742,Neutral,Kerala,Shopkeeper
Male,Yes,0,Not Graduate,Retired,45309,8806,2593523,240,1,Semiurban,36,Approved,781,649380,0.029,Home,1596,2,0,5,1578393,No,Parent,28653,Public,CHN-007,Yes,Yes,3.994,Neutral,Punjab,IT Consultant
Male,No,2,Graduate,Salaried,43673,0,205068,240,1,Urban,35,Approved,763,524076,1.012,Business,44177,1,0,1,633708,No,Unknown,15884,Startup,DEL-001,Yes,Yes,0.391,Positive,West Bengal,IT Consultant
Male,No,0,Graduate,Salaried,64803,0,636331,180,1,Urban,24,Approved,647,777636,0.0,Business,0,0,0,0,2475343,Yes,Sibling,37681,Private,BLR-003,Yes,Yes,0.818,Neutral,Kerala,Driver
Male,Yes,0,Graduate,Salaried,46825,56408,27857,36,1,Semiurban,26,Approved,734,1238796,0.314,Personal,32381,1,0,2,3852602,Yes,Friend,59252,Startup,CHN-007,Yes,No,0.022,Positive,Karnataka,Electrician
Male,Yes,1,Graduate,Salaried,40674,19359,6889379,240,1,Urban,29,Rejected,672,720396,0.415,Home,24911,2,0,3,1860502,No,Spouse,19316,Startup,HYD-005,Yes,Yes,9.563,Positive,Kerala,Teacher
Female,No,2,Graduate,Salaried,79441,0,6441500,360,1,Rural,40,Rejected,653,953292,0.305,Home,24206,0,0,1,3333786,No,Spouse,31925,Government,KOL-004,No,Yes,6.757,Neutral,Karnataka,Medical Representative
Female,Yes,2,Graduate,Salaried,53967,23830,418667,48,1,Urban,18,Approved,601,933564,0.26,Personal,20237,1,0,10,2661294,No,Spouse,38307,Private,HYD-005,Yes,Yes,0.448,Negative,Punjab,IT Consultant
Male,Yes,0,Graduate,Salaried,28387,20136,304419,12,1,Urban,36,Approved,629,582276,0.0,Personal,0,0,0,1,1631403,No,Company,23034,MNC,DEL-001,Yes,No,0.523,Negative,Delhi,Driver
Male,No,2,Graduate,Self-Employed,8582,0,7372279,120,1,Urban,44,Approved,628,102984,0.0,Home,0,2,0,3,1041052,No,Unknown,8582,MNC,DEL-001,Yes,Yes,71.587,Negative,Telangana,Delivery Partner
Female,Yes,1,Graduate,Retired,14562,0,86823,12,1,Rural,29,Approved,742,174744,1.397,Personal,20340,1,0,4,382924,No,Spouse,5856,Government,HYD-005,Yes,Yes,0.497,Negative,Kerala,Small Business Owner
Male,Yes,0,Not Graduate,Retired,58378,0,3465702,360,1,Semiurban,25,Rejected,624,700536,0.958,Home,55898,0,0,5,1523905,No,Spouse,23682,Public,KOL-004,Yes,Yes,4.947,Negative,Delhi,Medical Representative
Male,Yes,0,Graduate,Salaried,80035,5801,309132,36,0,Semiurban,40,Approved,599,1030032,0.081,Education,6931,0,0,12,2991017,Yes,Unknown,38086,Public,KOL-004,No,Yes,0.3,Neutral,Uttar Pradesh,Delivery Partner
Female,Yes,1,Graduate,Salaried,34129,23166,200481,48,1,Rural,46,Approved,603,687540,0.627,Personal,35932,0,0,1,2786031,No,Sibling,27002,Public,MUM-002,Yes,Yes,0.292,Positive,West Bengal,Driver
Male,Yes,0,Not Graduate,Retired,33618,19475,627238,240,1,Urban,36,Approved,667,637116,0.219,Business,11637,2,0,5,1672330,No,Spouse,24756,Government,DEL-001,Yes,Yes,0.984,Neutral,Telangana,Bank Officer
Male,No,1,Not Graduate,Salaried,46855,0,4409203,360,1,Urban,29,Approved,605,562260,0.0,Home,0,0,0,4,2250268,No,Parent,17789,Government,CHN-007,Yes,Yes,7.842,Neutral,Kerala,Small Business Owner
Female,Yes,1,Not Graduate,Salaried,57521,0,1033358,180,1,Urban,34,Approved,735,690252,0.475,Business,27301,1,0,1,3029417,No,Unknown,23835,MNC,PUNE-006,Yes,Yes,1.497,Negative,Punjab,Driver
Male,Yes,3,Graduate,Salaried,101807,0,580746,60,0,Urban,40,Approved,612,1221684,0.422,Education,42931,0,2,3,4258577,No,Spouse,34528,Startup,HYD-005,Yes,Yes,0.475,Neutral,Uttar Pradesh,Teacher
Female,Yes,1,Graduate,Self-Employed,3000,0,1208385,360,1,Semiurban,34,Rejected,653,36000,6.745,Home,20236,1,0,6,699447,No,Unknown,2000,Startup,DEL-001,No,No,33.566,Negative,Karnataka,Customer Support Executive
Male,No,2,Graduate,Unemployed,8902,2227,1358253,180,1,Urban,41,Approved,682,133548,0.446,Business,4964,1,0,0,364534,No,Parent,2000,Private,PUNE-006,Yes,No,10.171,Positive,Kerala,Nurse
Male,Yes,0,Graduate,Self-Employed,29695,15293,5751290,300,0,Semiurban,33,Rejected,422,539856,0.305,Home,13712,0,0,2,2205916,No,Spouse,17864,Private,MUM-002,Yes,Yes,10.653,Neutral,Telangana,Delivery Partner
Male,No,0,Graduate,Salaried,79450,0,903670,120,1,Urban,35,Approved,608,953400,0.422,Business,33509,0,0,2,2532912,Yes,Parent,36561,Government,HYD-005,Yes,Yes,0.948,Positive,Karnataka,IT Consultant
Male,No,0,Graduate,Salaried,85676,0,1500755,180,0,Rural,32,Rejected,591,1028112,0.104,Business,8928,2,0,5,3351659,No,Friend,43868,Government,PUNE-006,Yes,No,1.46,Positive,Telangana,Small Business Owner
Female,No,3,Graduate,Salaried,23223,0,10403152,240,1,Rural,42,Rejected,612,278676,1.004,Home,23321,2,0,3,473301,Yes,Parent,11038,Public,DEL-001,Yes,No,37.331,Positive,Delhi,Teacher
Male,Yes,0,Not Graduate,Self-Employed,65529,0,8701361,240,1,Rural,19,Approved,615,786348,0.356,Home,23361,0,0,3,3066759,No,Unknown,33757,Private,CHN-007,Yes,Yes,11.066,Positive,Telangana,Shopkeeper
Male,Yes,0,Graduate,Self-Employed,34792,0,85849,24,1,Rural,38,Approved,733,417504,0.986,Medical,34321,1,0,5,529812,No,Friend,23457,MNC,MUM-002,Yes,Yes,0.206,Positive,Kerala,Teacher
Female,Yes,0,Graduate,Salaried,5000,0,1043137,180,1,Semiurban,50,Rejected,605,60000,4.562,Business,22809,0,0,1,0,No,Company,2849,Public,MUM-002,Yes,Yes,17.386,Negative,Telangana,Electrician
Male,Yes,0,Graduate,Salaried,67110,0,2160131,360,0,Semiurban,45,Rejected,630,805320,0.364,Business,24460,0,1,1,1889390,No,Friend,30595,Private,PUNE-006,No,No,2.682,Negative,Kerala,Software Engineer
Male,No,0,Not Graduate,Self-Employed,34849,0,357854,12,1,Urban,46,Approved,686,418188,0.525,Medical,18305,0,0,1,1533156,No,Parent,11889,Startup,HYD-005,Yes,Yes,0.856,Positive,Tamil Nadu,IT Consultant
Female,Yes,2,Graduate,Salaried,60489,0,4623005,180,0,Urban,37,Approved,576,725868,0.0,Home,0,1,0,4,2776218,Yes,Spouse,28625,MNC,DEL-001,Yes,Yes,6.369,Negative,Punjab,Delivery Partner
Male,No,1,Graduate,Unemployed,13958,0,1277509,72,1,Urban,30,Approved,688,167496,0.0,Auto,0,0,0,0,171744,No,Parent,8086,Startup,MUM-002,Yes,Yes,7.627,Positive,Delhi,Software Engineer
Male,Yes,0,Not Graduate,Self-Employed,3000,0,2658565,240,1,Rural,26,Rejected,706,36000,9.643,Business,28929,1,0,0,360077,No,Spouse,3000,Private,BLR-003,Yes,No,73.849,Neutral,Karnataka,Electrician
Male,Yes,2,Graduate,Salaried,59902,10247,4743237,240,0,Semiurban,43,Rejected,595,841788,0.0,Home,0,1,0,0,2685112,No,Parent,36188,Government,HYD-005,Yes,Yes,5.635,Negative,Gujarat,Customer Support Executive
Male,Yes,0,Graduate,Salaried,54248,0,7766520,300,1,Rural,35,Approved,717,650976,0.229,Home,12404,2,0,2,2100934,No,Unknown,28890,Private,HYD-005,Yes,No,11.931,Neutral,Karnataka,Small Business Owner
Female,No,1,Graduate,Unemployed,12797,0,654339,60,0,Semiurban,33,Approved,508,153564,0.0,Education,0,1,2,0,0,No,Spouse,3152,Private,MUM-002,Yes,Yes,4.261,Positive,Tamil Nadu,Civil Engineer
Male,No,1,Graduate,Salaried,28185,0,177200,36,1,Semiurban,33,Approved,611,338220,1.011,Education,28508,1,0,0,1279114,Yes,Parent,9338,Private,MUM-002,Yes,Yes,0.524,Negative,West Bengal,Driver
Male,Yes,1,Graduate,Salaried,49052,45539,405513,36,1,Urban,34,Approved,755,1135092,0.286,Personal,27080,0,0,2,3913073,No,Unknown,43596,Public,KOL-004,Yes,Yes,0.357,Negative,Punjab,Delivery Partner
Male,No,1,Graduate,Self-Employed,66393,0,1341680,120,1,Semiurban,22,Approved,729,796716,0.466,Business,30931,1,0,3,2795296,No,Friend,29938,Government,PUNE-006,Yes,Yes,1.684,Positive,Punjab,Civil Engineer
Male,Yes,1,Graduate,Unemployed,6680,5184,2278065,180,0,Rural,36,Rejected,512,142368,0.452,Business,5365,0,1,0,544079,No,Spouse,2275,Government,KOL-004,Yes,Yes,16.001,Negative,Maharashtra,Bank Officer
Male,Yes,1,Graduate,Retired,28608,7325,4876962,360,1,Semiurban,47,Approved,721,431196,0.747,Home,26842,3,0,2,1251748,No,Spouse,16448,Startup,HYD-005,Yes,Yes,11.31,Positive,Uttar Pradesh,Bank Officer
Male,Yes,0,Graduate,Salaried,82610,55939,478918,24,1,Urban,41,Approved,710,1662588,0.0,Medical,0,1,0,8,5371598,No,Parent,62840,Startup,KOL-004,Yes,Yes,0.288,Negative,Uttar Pradesh,Bank Officer
Male,Yes,0,Graduate,Salaried,37316,25282,398719,24,1,Semiurban,34,Approved,685,751176,0.572,Education,35800,1,0,0,1773602,Yes,Parent,27044,Government,DEL-001,Yes,Yes,0.531,Negative,Punjab,Bank Officer
Male,No,0,Not Graduate,Unemployed,12599,0,5460645,360,1,Rural,37,Rejected,626,151188,1.52,Home,19150,0,0,1,213384,No,Friend,2000,Startup,KOL-004,Yes,Yes,36.118,Negative,Telangana,Marketing Executive
Male,No,0,Graduate,Salaried,80026,0,3991560,360,1,Urban,18,Approved,783,960312,0.188,Home,15023,0,0,4,3146574,No,Company,40831,Private,DEL-001,Yes,Yes,4.157,Negative,Tamil Nadu,IT Consultant
Male,No,1,Graduate,Self-Employed,28471,28115,124503,36,1,Urban,30,Approved,682,679032,0.263,Renovation,14887,2,0,1,1877011,No,Parent,22762,Government,CHN-007,Yes,Yes,0.183,Positive,Kerala,Nurse
Male,No,2,Graduate,Salaried,55208,47968,465502,24,1,Rural,37,Approved,648,1238112,0.0,Medical,0,0,0,0,3893704,No,Parent,55331,Public,KOL-004,No,Yes,0.376,Negative,Tamil Nadu,Shopkeeper
Female,No,1,Graduate,Self-Employed,85359,0,6423149,240,1,Urban,38,Approved,772,1024308,0.0,Home,0,0,0,9,2868587,Yes,Friend,35226,MNC,CHN-007,Yes,Yes,6.271,Neutral,Tamil Nadu,Medical Representative
Male,No,1,Graduate,Salaried,74998,0,3835914,300,0,Urban,36,Rejected,624,899976,0.588,Home,44064,3,2,6,3248637,No,Unknown,31843,Private,PUNE-006,Yes,Yes,4.262,Negative,West Bengal,Factory Worker
Male,No,0,Graduate,Salaried,102829,100725,3862262,240,1,Urban,25,Approved,602,2442648,0.049,Home,9937,1,0,7,7708615,No,Sibling,97762,Startup,PUNE-006,Yes,Yes,1.581,Negative,Kerala,IT Consultant
Male,Yes,0,Not Graduate,Salaried,5000,0,472284,48,0,Semiurban,27,Rejected,579,60000,3.342,Personal,16709,0,2,1,179023,No,Spouse,2000,Private,BLR-003,Yes,Yes,7.871,Positive,Punjab,Chartered Accountant
Male,No,1,Graduate,Salaried,90499,0,871771,36,1,Semiurban,32,Approved,667,1085988,0.45,Auto,40715,0,0,9,3339213,No,Spouse,40868,MNC,CHN-007,Yes,Yes,0.803,Negative,Karnataka,Driver
Male,Yes,2,Graduate,Salaried,99242,6607,6583958,300,1,Urban,29,Rejected,604,1270188,0.165,Home,17510,0,0,2,3461575,No,Unknown,50415,Public,KOL-004,Yes,No,5.183,Positive,Telangana,Chartered Accountant
Male,Yes,2,Not Graduate,Self-Employed,3000,0,407217,360,1,Rural,38,Rejected,647,36000,4.373,Home,13119,1,0,3,0,No,Spouse,2000,Startup,MUM-002,Yes,No,11.312,Neutral,Maharashtra,Delivery Partner
Female,No,2,Not Graduate,Self-Employed,3000,0,5733567,300,1,Semiurban,35,Approved,633,36000,0.496,Home,1487,1,0,1,0,Yes,Parent,2000,MNC,HYD-005,Yes,Yes,159.266,Positive,Kerala,Medical Representative
Female,No,3,Not Graduate,Salaried,22701,14427,1880936,360,1,Urban,22,Approved,665,445536,0.66,Business,24519,0,0,8,1330197,No,Spouse,12932,Private,CHN-007,Yes,Yes,4.222,Negative,Punjab,Civil Engineer
Male,No,0,Graduate,Salaried,53357,0,320658,48,1,Rural,20,Approved,667,640284,0.185,Personal,9863,0,0,2,1967622,No,Friend,23098,Startup,MUM-002,Yes,No,0.501,Positive,Maharashtra,Customer Support Executive
Female,Yes,0,Graduate,Salaried,9931,0,2467724,240,1,Semiurban,18,Approved,672,119172,0.0,Business,0,1,0,0,0,No,Unknown,9931,Private,KOL-004,Yes,Yes,20.707,Neutral,Uttar Pradesh,Bank Officer
Male,No,3,Graduate,Salaried,62873,0,259852,24,1,Rural,31,Approved,742,754476,0.0,Personal,0,0,0,1,1855988,Yes,Friend,24773,MNC,BLR-003,Yes,No,0.344,Negative,Uttar Pradesh,Small Business Owner
Male,No,2,Graduate,Salaried,48262,0,546191,36,1,Semiurban,36,Approved,775,579144,0.578,Auto,27903,1,0,0,1677296,No,Unknown,17115,Government,BLR-003,No,Yes,0.943,Negative,Kerala,Small Business Owner
Male,Yes,2,Graduate,Self-Employed,53971,52582,275296,36,1,Semiurban,32,Approved,658,1278636,0.241,Personal,25701,2,0,3,3270592,No,Sibling,55490,Government,MUM-002,Yes,Yes,0.215,Negative,Punjab,Government Officer
Female,Yes,2,Graduate,Salaried,68419,0,1008160,60,1,Urban,35,Approved,696,821028,0.031,Auto,2145,0,0,1,2515921,No,Company,30760,Government,BLR-003,Yes,No,1.228,Positive,Uttar Pradesh,Nurse
Female,Yes,1,Graduate,Salaried,102809,59850,1334421,120,1,Urban,34,Approved,724,1951908,0.0,Business,0,3,0,4,5561134,No,Friend,68798,MNC,CHN-007,Yes,Yes,0.684,Neutral,Telangana,Software Engineer
Male,Yes,0,Graduate,Salaried,50441,31805,494945,36,1,Semiurban,30,Approved,743,986952,0.255,Personal,20976,0,0,1,2425728,No,Friend,40985,Government,BLR-003,Yes,Yes,0.501,Negative,Tamil Nadu,Chartered Accountant
Male,No,1,Graduate,Salaried,77614,83175,1299462,36,0,Urban,31,Approved,580,1929468,0.312,Auto,50115,1,1,5,6135576,No,Spouse,65216,Public,PUNE-006,Yes,Yes,0.673,Negative,Delhi,Marketing Executive
Male,Yes,2,Graduate,Self-Employed,78409,0,9903107,300,1,Rural,56,Rejected,661,940908,0.418,Home,32780,0,0,1,3004273,No,Friend,36589,Startup,MUM-002,Yes,No,10.525,Positive,Tamil Nadu,Software Engineer
Male,Yes,1,Graduate,Self-Employed,8321,0,190224,360,1,Urban,18,Approved,604,99852,0.535,Home,4453,1,0,0,0,No,Sibling,2000,Startup,DEL-001,Yes,Yes,1.905,Negative,Kerala,Software Engineer
Female,Yes,0,Graduate,Self-Employed,3000,1028,692188,48,1,Urban,28,Approved,646,48336,0.0,Auto,0,0,0,1,0,No,Parent,2000,Public,HYD-005,Yes,No,14.32,Positive,Telangana,Government Officer
Female,Yes,0,Graduate,Salaried,5000,0,669144,120,0,Urban,38,Rejected,587,60000,6.113,Home,30566,1,0,2,311470,No,Spouse,5000,Government,HYD-005,Yes,No,11.152,Neutral,Telangana,Medical Representative
Female,Yes,0,Graduate,Salaried,52598,57760,342569,24,1,Urban,41,Approved,609,1324296,0.052,Renovation,5752,0,0,3,3318079,Yes,Sibling,51232,Startup,PUNE-006,Yes,Yes,0.259,Negative,West Bengal,Small Business Owner
Male,No,2,Not Graduate,Unemployed,1911,0,77848,180,1,Urban,31,Rejected,640,22932,23.392,Business,44703,0,0,1,378355,No,Unknown,1911,Public,CHN-007,Yes,Yes,3.395,Neutral,Kerala,Teacher
Female,No,2,Not Graduate,Unemployed,5209,1393,1342198,48,1,Semiurban,42,Rejected,712,79224,6.777,Auto,44745,0,0,0,0,No,Parent,2000,Public,HYD-005,Yes,No,16.942,Neutral,Telangana,Bank Officer
Male,No,0,Graduate,Unemployed,15160,7051,1618620,360,0,Urban,30,Rejected,578,266532,0.684,Business,15201,0,0,1,1019537,No,Unknown,6730,Public,CHN-007,Yes,Yes,6.073,Positive,Maharashtra,IT Consultant
Female,Yes,0,Not Graduate,Salaried,25628,2827,256920,60,0,Semiurban,30,Approved,569,341460,0.626,Auto,17805,1,1,8,1478185,Yes,Company,8683,Public,PUNE-006,Yes,Yes,0.752,Neutral,Telangana,Chartered Accountant
Male,No,0,Graduate,Salaried,77996,0,548070,24,1,Urban,37,Approved,756,935952,0.003,Education,245,1,0,2,3019607,No,Unknown,32503,Startup,HYD-005,No,Yes,0.586,Negative,Kerala,Nurse
Female,Yes,0,Not Graduate,Self-Employed,30000,0,58772,12,1,Semiurban,35,Approved,622,360000,0.024,Medical,727,1,0,4,994131,No,Spouse,18078,Startup,DEL-001,Yes,Yes,0.163,Neutral,Gujarat,Bank Officer
Female,No,0,Graduate,Salaried,60282,0,664206,24,1,Urban,35,Approved,703,723384,0.472,Education,28468,1,0,6,1869981,No,Spouse,28257,Private,MUM-002,Yes,Yes,0.918,Neutral,Tamil Nadu,Civil Engineer
Male,Yes,0,Not Graduate,Salaried,31182,37120,23769,360,1,Semiurban,29,Approved,714,819624,0.35,Business,23897,0,0,1,2958922,Yes,Unknown,25781,Private,BLR-003,No,Yes,0.029,Negative,Gujarat,Medical Representative
Other,No,1,Not Graduate,Unemployed,12969,3095,8786829,300,1,Semiurban,24,Approved,708,192768,0.0,Home,0,0,0,0,747121,No,Friend,10572,Private,PUNE-006,Yes,No,45.582,Neutral,Uttar Pradesh,Marketing Executive
Male,Yes,0,Graduate,Salaried,96967,0,1496024,180,0,Urban,38,Rejected,761,1163604,0.381,Business,36988,1,1,0,2935892,No,Spouse,38616,Private,CHN-007,Yes,Yes,1.286,Negative,West Bengal,Farmer
Male,Yes,2,Not Graduate,Salaried,35588,0,528407,36,1,Semiurban,37,Approved,721,427056,0.0,Medical,0,4,0,2,1267442,No,Unknown,20833,Private,DEL-001,Yes,Yes,1.237,Negative,Kerala,IT Consultant
Female,Yes,1,Not Graduate,Salaried,16131,14521,18931,24,0,Semiurban,25,Approved,556,367824,0.904,Personal,27698,2,0,1,699833,No,Sibling,12066,Government,MUM-002,Yes,Yes,0.051,Positive,West Bengal,Shopkeeper
Male,Yes,2,Graduate,Unemployed,10540,0,1718056,60,1,Rural,54,Rejected,680,126480,4.668,Business,49197,1,0,0,646655,No,Unknown,10540,Startup,BLR-003,Yes,Yes,13.584,Negative,Delhi,Small Business Owner
Female,Yes,0,Graduate,Salaried,31813,0,55917,48,1,Rural,43,Rejected,634,381756,1.376,Personal,43764,1,0,2,1401019,No,Spouse,19669,Government,DEL-001,No,Yes,0.146,Negative,Kerala,Civil Engineer
Male,No,2,Graduate,Unemployed,3902,0,6593067,300,0,Urban,25,Rejected,577,46824,0.0,Home,0,0,0,0,182729,No,Parent,3902,Private,KOL-004,Yes,Yes,140.805,Negative,Kerala,Customer Support Executive
Male,No,2,Graduate,Unemployed,15174,0,5909746,300,1,Urban,42,Rejected,640,182088,0.829,Home,12575,2,0,0,1110450,No,Parent,14960,Public,DEL-001,Yes,Yes,32.455,Positive,West Bengal,Factory Worker
Male,No,2,Not Graduate,Salaried,70996,0,6457503,300,1,Rural,29,Approved,732,851952,0.0,Home,0,1,0,0,1905389,No,Company,25741,Private,KOL-004,Yes,Yes,7.58,Negative,Tamil Nadu,Driver
Male,Yes,2,Graduate,Salaried,50871,0,331287,48,0,Semiurban,31,Approved,591,610452,0.0,Personal,0,0,0,2,1169069,No,Unknown,25457,MNC,BLR-003,Yes,Yes,0.543,Neutral,Telangana,Teacher
Female,Yes,0,Graduate,Unemployed,17622,0,59800,24,1,Semiurban,24,Rejected,743,211464,1.135,Personal,20008,0,0,0,556428,No,Unknown,2582,Government,KOL-004,Yes,Yes,0.283,Neutral,Telangana,Factory Worker
Male,Yes,0,Graduate,Salaried,105075,0,336162,300,1,Rural,38,Approved,652,1260900,0.0,Home,0,0,0,0,4268435,No,Friend,49380,Government,PUNE-006,Yes,Yes,0.267,Negative,Karnataka,Civil Engineer
Male,No,1,Not Graduate,Salaried,42713,0,199429,360,1,Rural,41,Approved,709,512556,0.0,Business,0,2,0,2,2291451,No,Spouse,17607,Startup,PUNE-006,Yes,Yes,0.389,Neutral,Kerala,Marketing Executive
Male,Yes,0,Graduate,Salaried,45583,0,2296935,240,1,Rural,42,Approved,717,546996,0.0,Business,0,1,0,0,1181478,No,Spouse,15609,Private,DEL-001,Yes,Yes,4.199,Negative,Karnataka,IT Consultant
Female,No,1,Graduate,Salaried,50430,0,519460,12,1,Rural,32,Approved,694,605160,0.0,Personal,0,0,0,1,1663447,Yes,Parent,21705,Startup,MUM-002,Yes,Yes,0.858,Neutral,West Bengal,Delivery Partner
Male,Yes,2,Graduate,Unemployed,18017,10373,7354427,240,1,Semiurban,41,Rejected,763,340680,1.016,Home,28857,1,0,4,1357399,No,Spouse,4951,Public,DEL-001,Yes,Yes,21.587,Negative,Tamil Nadu,Delivery Partner
Female,Yes,0,Graduate,Salaried,78566,0,9887624,360,1,Semiurban,26,Approved,701,942792,0.19,Home,14930,0,0,0,3159985,No,Unknown,38116,Private,PUNE-006,Yes,Yes,10.488,Neutral,Gujarat,Teacher
Male,Yes,1,Graduate,Self-Employed,3000,0,1676734,120,1,Semiurban,30,Rejected,714,36000,8.168,Home,24505,2,0,1,677339,Yes,Friend,3000,Government,KOL-004,Yes,Yes,46.576,Neutral,Tamil Nadu,Shopkeeper
Male,Yes,1,Graduate,Unemployed,0,0,3502974,300,1,Urban,43,Rejected,608,0,17822.0,Home,17822,1,0,0,0,No,Unknown,0,MNC,BLR-003,Yes,Yes,100.0,Positive,Maharashtra,Factory Worker
Male,Yes,2,Graduate,Self-Employed,35655,19293,683574,60,1,Semiurban,40,Approved,622,659376,0.0,Education,0,1,0,7,2760108,Yes,Spouse,20575,MNC,HYD-005,Yes,No,1.037,Negative,Punjab,Factory Worker
Male,Yes,1,Not Graduate,Self-Employed,3000,0,474974,36,1,Semiurban,30,Rejected,646,36000,8.125,Personal,24375,0,0,6,210592,No,Spouse,3000,MNC,CHN-007,Yes,Yes,13.194,Positive,Delhi,Government Officer
Male,No,2,Not Graduate,Salaried,71637,0,7474756,180,1,Urban,27,Approved,642,859644,0.134,Home,9606,2,0,3,2055889,No,Friend,34573,Private,MUM-002,Yes,Yes,8.695,Positive,Tamil Nadu,Small Business Owner
Male,Yes,0,Graduate,Salaried,29975,20075,8784496,360,1,Urban,43,Approved,760,600600,0.0,Home,0,0,0,11,2244813,No,Parent,23993,MNC,HYD-005,Yes,Yes,14.626,Negative,Kerala,Government Officer
Male,Yes,3,Graduate,Salaried,51809,0,363749,48,0,Rural,18,Rejected,542,621708,1.119,Auto,57991,1,0,8,2068198,Yes,Company,25536,Public,PUNE-006,Yes,Yes,0.585,Positive,Gujarat,Marketing Executive
Female,No,1,Graduate,Salaried,58515,43835,260024,36,1,Semiurban,46,Approved,712,1228200,0.0,Auto,0,0,0,1,3479634,No,Parent,46865,Startup,MUM-002,Yes,Yes,0.212,Positive,Karnataka,Bank Officer
Female,No,0,Graduate,Self-Employed,68154,70449,528736,60,0,Semiurban,40,Approved,555,1663236,0.206,Auto,28543,0,0,3,5473422,No,Spouse,63662,MNC,MUM-002,Yes,Yes,0.318,Neutral,Gujarat,Shopkeeper
Male,Yes,3,Graduate,Salaried,44822,0,8980982,300,1,Urban,20,Approved,603,537864,0.522,Home,23386,1,0,0,1630976,No,Parent,25762,Public,HYD-005,Yes,Yes,16.697,Negative,Tamil Nadu,Medical Representative
Male,Yes,0,Not Graduate,Salaried,77674,35048,438177,60,0,Semiurban,18,Approved,560,1352664,0.164,Renovation,18519,0,0,2,3956050,No,Sibling,54304,Private,KOL-004,Yes,Yes,0.324,Negative,Tamil Nadu,Delivery Partner
Male,Yes,2,Graduate,Self-Employed,3000,0,3322443,180,1,Urban,43,Approved,601,36000,0.0,Home,0,2,0,0,986801,No,Sibling,2000,Startup,PUNE-006,Yes,Yes,92.29,Positive,Delhi,Farmer
Male,No,0,Graduate,Salaried,43256,0,1752876,360,1,Rural,25,Approved,793,519072,0.0,Business,0,0,0,14,2769922,No,Company,19069,Government,KOL-004,Yes,No,3.377,Positive,Telangana,Driver
Male,Yes,1,Graduate,Self-Employed,67156,0,317643,48,1,Semiurban,26,Approved,673,805872,0.851,Medical,57133,2,0,4,2427232,No,Parent,26741,Private,MUM-002,No,Yes,0.394,Negative,Tamil Nadu,Medical Representative
Female,No,3,Graduate,Salaried,48029,0,831942,72,0,Urban,26,Rejected,593,576348,0.833,Auto,39997,1,0,10,1189718,No,Parent,25779,Startup,PUNE-006,Yes,No,1.443,Neutral,Kerala,Civil Engineer
